dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,1,False,"[93.908, 93.29, 92.833]","[0.261, 0.016, 0.0]",1247,12,1,9612
False,False,63,False,"[94.125, 93.544, 92.845]","[0.478, 0.27, 0.012]",1247,14,2,9612
False,False,16,False,"[93.647, 93.392, 93.059]","[0.0, 0.118, 0.226]",1247,12,3,9612
False,False,4,False,"[93.919, 93.566, 93.083]","[0.272, 0.292, 0.25]",1247,14,4,9612
False,False,55,False,"[94.109, 93.274, 93.089]","[0.462, 0.0, 0.256]",1247,12,5,9612
False,False,27,False,"[94.825, 93.994, 93.183]","[1.178, 0.72, 0.35]",1247,14,6,9612
False,False,44,False,"[93.84, 93.37, 93.378]","[0.193, 0.096, 0.545]",1247,12,7,9612
False,False,20,False,"[94.403, 93.788, 93.398]","[0.756, 0.514, 0.565]",1247,14,8,9612
False,False,22,False,"[94.646, 94.052, 93.802]","[0.999, 0.778, 0.969]",1247,12,9,9612
False,False,43,False,"[94.606, 93.952, 94.406]","[0.959, 0.678, 1.573]",1247,15,10,9612
False,False,11,False,"[94.333, 94.244, None]","[0.686, 0.97, None]",1247,9,11,9612
False,False,10,False,"[94.865, 94.363, None]","[1.218, 1.089, None]",1247,9,12,9612
True,False,18,False,"[94.324, None, None]","[0.677, None, None]",1247,9,13,9612
True,False,14,False,"[94.436, None, None]","[0.789, None, None]",1247,9,14,9612
True,False,30,False,"[94.617, None, None]","[0.97, None, None]",1247,9,15,9612
False,False,81,False,"[94.881, None, None]","[1.234, None, None]",1247,6,16,9612
False,False,31,False,"[94.917, None, None]","[1.27, None, None]",1247,6,17,9612
False,False,23,False,"[95.054, None, None]","[1.407, None, None]",1247,6,18,9612
False,False,77,False,"[95.148, None, None]","[1.501, None, None]",1247,6,19,9612
False,False,24,False,"[96.472, None, None]","[2.825, None, None]",1247,6,20,9612
