dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,4,False,"[90.944, 84.844, 83.405]","[2.422, 0.0, 0.0]",1249,33,1,9627
False,False,63,False,"[89.121, 86.307, 83.578]","[0.599, 1.463, 0.173]",1249,29,2,9627
False,False,22,False,"[89.172, 86.464, 84.111]","[0.65, 1.62, 0.706]",1249,30,3,9627
False,False,31,False,"[89.171, 86.206, 84.475]","[0.649, 1.362, 1.07]",1249,31,4,9627
False,False,30,False,"[90.758, 85.654, 84.484]","[2.236, 0.81, 1.079]",1249,30,5,9627
False,False,16,False,"[89.839, 86.097, 84.525]","[1.317, 1.253, 1.12]",1249,29,6,9627
False,False,23,False,"[89.072, 85.889, 84.657]","[0.55, 1.045, 1.252]",1249,28,7,9627
False,False,81,False,"[90.114, 85.179, 84.686]","[1.592, 0.335, 1.281]",1249,28,8,9627
False,False,14,False,"[90.207, 85.035, 88.998]","[1.685, 0.191, 5.593]",1249,21,9,9627
False,False,18,False,"[90.58, 86.334, None]","[2.058, 1.49, None]",1249,19,10,9627
False,False,77,False,"[90.633, 86.472, None]","[2.111, 1.628, None]",1249,21,11,9627
False,False,1,False,"[88.522, 87.771, None]","[0.0, 2.927, None]",1249,19,12,9627
False,False,11,False,"[90.035, 88.158, None]","[1.513, 3.314, None]",1249,18,13,9627
False,False,55,False,"[90.303, 89.406, None]","[1.781, 4.562, None]",1249,17,14,9627
False,False,10,False,"[89.42, 89.614, None]","[0.898, 4.77, None]",1249,21,15,9627
False,False,44,False,"[91.15, None, None]","[2.628, None, None]",1249,11,16,9627
False,False,50,False,"[91.229, None, None]","[2.707, None, None]",1249,11,17,9627
False,False,43,False,"[91.27, None, None]","[2.748, None, None]",1249,5,18,9627
False,False,27,False,"[91.623, None, None]","[3.101, None, None]",1249,12,19,9627
False,False,24,False,"[92.263, None, None]","[3.741, None, None]",1249,12,20,9627
