dnf,dns,driver_number,dsq,duration,gap_to_leader,meeting_key,number_of_laps,position,session_key
False,False,63,False,"[93.186, 92.779, 92.312]","[0.0, 0.212, 0.0]",1250,25,1,9640
False,False,55,False,"[93.484, 92.711, 92.41]","[0.298, 0.144, 0.098]",1250,24,2,9640
False,False,10,False,"[93.691, 92.879, 92.664]","[0.505, 0.312, 0.352]",1250,25,3,9640
False,False,16,False,"[93.446, 93.016, 92.783]","[0.26, 0.449, 0.471]",1250,23,4,9640
False,False,1,False,"[93.299, 93.085, 92.797]","[0.113, 0.518, 0.485]",1250,21,5,9640
False,False,4,False,"[93.592, 93.099, 93.008]","[0.406, 0.532, 0.696]",1250,20,6,9640
False,False,22,False,"[93.789, 93.089, 93.029]","[0.603, 0.522, 0.717]",1250,25,7,9640
False,False,81,False,"[93.45, 93.024, 93.033]","[0.264, 0.457, 0.721]",1250,21,8,9640
False,False,27,False,"[93.92, 93.114, 93.062]","[0.734, 0.547, 0.75]",1250,17,9,9640
False,False,44,False,"[93.225, 92.567, 108.106]","[0.039, 0.0, 15.794]",1250,24,10,9640
False,False,31,False,"[93.968, 93.221, None]","[0.782, 0.654, None]",1250,18,11,9640
False,False,20,False,"[93.991, 93.297, None]","[0.805, 0.73, None]",1250,12,12,9640
False,False,24,False,"[94.079, 93.566, None]","[0.893, 0.999, None]",1250,17,13,9640
False,False,43,False,"[93.746, 93.749, None]","[0.56, 1.182, None]",1250,16,14,9640
False,False,30,False,"[94.087, 94.257, None]","[0.901, 1.69, None]",1250,17,15,9640
False,False,11,False,"[94.155, None, None]","[0.969, None, None]",1250,10,16,9640
False,False,14,False,"[94.258, None, None]","[1.072, None, None]",1250,9,17,9640
False,False,23,False,"[94.425, None, None]","[1.239, None, None]",1250,10,18,9640
False,False,77,False,"[94.43, None, None]","[1.244, None, None]",1250,10,19,9640
False,False,18,False,"[94.484, None, None]","[1.298, None, None]",1250,3,20,9640
